institute_name,branch_name,category,quota,seat_pool,round_6_closing_rank,cr_2023,cr_2024,cr_2025,avg_closing_rank,std_closing_rank,yoy_rank_change_pct,demand_trend,institute_type,institute_state,nirf_rank,institute_tier,institute_tier_encoded,branch_code,department,core_or_emerging,is_nit,is_iiit,is_gfti,is_home_state_quota,is_female_pool,is_cse_branch,is_core_branch,category_encoded,tightening_ratio_2023,tightening_ratio_2024,tightening_ratio_2025
ABV-IIITM Gwalior,Data Science and Artificial Intelligence,OBC-NCL,AI,Gender-Neutral,11500,11500,11500,11500,11500.0,0.0,0.0,stable,IIIT,Madhya Pradesh,60.0,Tier 2,2,DSAI,Computer Science,Emerging,0,1,0,0,0,1,0,2,0.6455652173913043,0.6455652173913043,0.6455652173913043
ABV-IIITM Gwalior,Data Science and Artificial Intelligence,OPEN,AI,Female-Only,7309,7309,7309,7309,7309.0,0.0,0.0,stable,IIIT,Madhya Pradesh,60.0,Tier 2,2,DSAI,Computer Science,Emerging,0,1,0,0,1,1,0,0,0.6253933506635655,0.6253933506635655,0.6253933506635655
ABV-IIITM Gwalior,Data Science and Artificial Intelligence,OPEN,AI,Gender-Neutral,4846,4846,4846,4846,4846.0,0.0,0.0,stable,IIIT,Madhya Pradesh,60.0,Tier 2,2,DSAI,Computer Science,Emerging,0,1,0,0,0,1,0,0,0.6411473380107305,0.6411473380107305,0.6411473380107305
ABV-IIITM Gwalior,Data Science and Artificial Intelligence,SC,AI,Female-Only,32124,32124,32124,32124,32124.0,0.0,0.0,stable,IIIT,Madhya Pradesh,60.0,Tier 2,2,DSAI,Computer Science,Emerging,0,1,0,0,1,1,0,3,0.7232598680114556,0.7232598680114556,0.7232598680114556
ABV-IIITM Gwalior,Data Science and Artificial Intelligence,SC,AI,Gender-Neutral,22758,22758,22758,22758,22758.0,0.0,0.0,stable,IIIT,Madhya Pradesh,60.0,Tier 2,2,DSAI,Computer Science,Emerging,0,1,0,0,0,1,0,3,0.6986554178750329,0.6986554178750329,0.6986554178750329
ABV-IIITM Gwalior,Data Science and Artificial Intelligence,ST,AI,Gender-Neutral,35519,35519,35519,35519,35519.0,0.0,0.0,stable,IIIT,Madhya Pradesh,60.0,Tier 2,2,DSAI,Computer Science,Emerging,0,1,0,0,0,1,0,4,0.6888425912891691,0.6888425912891691,0.6888425912891691
ABV-IIITM Gwalior,Electronics and Communication Engineering,EWS,AI,Female-Only,18292,18292,18292,18292,18292.0,0.0,0.0,stable,IIIT,Madhya Pradesh,60.0,Tier 2,2,ECE,Electronics,Core,0,1,0,0,1,0,1,1,0.6765799256505576,0.6765799256505576,0.6765799256505576
ABV-IIITM Gwalior,Electronics and Communication Engineering,EWS,AI,Gender-Neutral,12004,12004,12004,12004,12004.0,0.0,0.0,stable,IIIT,Madhya Pradesh,60.0,Tier 2,2,ECE,Electronics,Core,0,1,0,0,0,0,1,1,0.6911029656781073,0.6911029656781073,0.6911029656781073
ABV-IIITM Gwalior,Electronics and Communication Engineering,OBC-NCL,AI,Female-Only,25635,25635,25635,25635,25635.0,0.0,0.0,stable,IIIT,Madhya Pradesh,60.0,Tier 2,2,ECE,Electronics,Core,0,1,0,0,1,0,1,2,0.6992003120733372,0.6992003120733372,0.6992003120733372
ABV-IIITM Gwalior,Electronics and Communication Engineering,OBC-NCL,AI,Gender-Neutral,16242,16242,16242,16242,16242.0,0.0,0.0,stable,IIIT,Madhya Pradesh,60.0,Tier 2,2,ECE,Electronics,Core,0,1,0,0,0,0,1,2,0.6736855067109961,0.6736855067109961,0.6736855067109961
ABV-IIITM Gwalior,Electronics and Communication Engineering,OPEN,AI,Female-Only,10137,10137,10137,10137,10137.0,0.0,0.0,stable,IIIT,Madhya Pradesh,60.0,Tier 2,2,ECE,Electronics,Core,0,1,0,0,1,0,1,0,0.6668639636973464,0.6668639636973464,0.6668639636973464
ABV-IIITM Gwalior,Electronics and Communication Engineering,OPEN,AI,Gender-Neutral,7360,7360,7360,7360,7360.0,0.0,0.0,stable,IIIT,Madhya Pradesh,60.0,Tier 2,2,ECE,Electronics,Core,0,1,0,0,0,0,1,0,0.6884510869565217,0.6884510869565217,0.6884510869565217
ABV-IIITM Gwalior,Electronics and Communication Engineering,SC,AI,Female-Only,53362,53362,53362,53362,53362.0,0.0,0.0,stable,IIIT,Madhya Pradesh,60.0,Tier 2,2,ECE,Electronics,Core,0,1,0,0,1,0,1,3,0.6730444885873843,0.6730444885873843,0.6730444885873843
ABV-IIITM Gwalior,Electronics and Communication Engineering,SC,AI,Gender-Neutral,38284,38284,38284,38284,38284.0,0.0,0.0,stable,IIIT,Madhya Pradesh,60.0,Tier 2,2,ECE,Electronics,Core,0,1,0,0,0,0,1,3,0.6716121617385853,0.6716121617385853,0.6716121617385853
ABV-IIITM Gwalior,Electronics and Communication Engineering,ST,AI,Gender-Neutral,52376,52376,52376,52376,52376.0,0.0,0.0,stable,IIIT,Madhya Pradesh,60.0,Tier 2,2,ECE,Electronics,Core,0,1,0,0,0,0,1,4,0.7327592790591111,0.7327592790591111,0.7327592790591111
ABV-IIITM Gwalior,Information Technology,EWS,AI,Female-Only,12872,12872,12872,12872,12872.0,0.0,0.0,stable,IIIT,Madhya Pradesh,60.0,Tier 2,2,IT,Computer Science,Core,0,1,0,0,1,1,1,1,0.6747203231821007,0.6747203231821007,0.6747203231821007
ABV-IIITM Gwalior,Information Technology,EWS,AI,Gender-Neutral,9036,9036,9036,9036,9036.0,0.0,0.0,stable,IIIT,Madhya Pradesh,60.0,Tier 2,2,IT,Computer Science,Core,0,1,0,0,0,1,1,1,0.6699867197875166,0.6699867197875166,0.6699867197875166
ABV-IIITM Gwalior,Information Technology,OBC-NCL,AI,Female-Only,19558,19558,19558,19558,19558.0,0.0,0.0,stable,IIIT,Madhya Pradesh,60.0,Tier 2,2,IT,Computer Science,Core,0,1,0,0,1,1,1,2,0.6636670416197975,0.6636670416197975,0.6636670416197975
ABV-IIITM Gwalior,Information Technology,OBC-NCL,AI,Gender-Neutral,12184,12184,12184,12184,12184.0,0.0,0.0,stable,IIIT,Madhya Pradesh,60.0,Tier 2,2,IT,Computer Science,Core,0,1,0,0,0,1,1,2,0.7084701247537755,0.7084701247537755,0.7084701247537755
ABV-IIITM Gwalior,Information Technology,OPEN,AI,Female-Only,8339,8339,8339,8339,8339.0,0.0,0.0,stable,IIIT,Madhya Pradesh,60.0,Tier 2,2,IT,Computer Science,Core,0,1,0,0,1,1,1,0,0.6017508094495743,0.6017508094495743,0.6017508094495743
ABV-IIITM Gwalior,Information Technology,OPEN,AI,Gender-Neutral,5458,5458,5458,5458,5458.0,0.0,0.0,stable,IIIT,Madhya Pradesh,60.0,Tier 2,2,IT,Computer Science,Core,0,1,0,0,0,1,1,0,0.6707585196042506,0.6707585196042506,0.6707585196042506
ABV-IIITM Gwalior,Information Technology,SC,AI,Female-Only,40027,40027,40027,40027,40027.0,0.0,0.0,stable,IIIT,Madhya Pradesh,60.0,Tier 2,2,IT,Computer Science,Core,0,1,0,0,1,1,1,3,0.6702725660179379,0.6702725660179379,0.6702725660179379
ABV-IIITM Gwalior,Information Technology,SC,AI,Gender-Neutral,27175,27175,27175,27175,27175.0,0.0,0.0,stable,IIIT,Madhya Pradesh,60.0,Tier 2,2,IT,Computer Science,Core,0,1,0,0,0,1,1,3,0.6749218031278749,0.6749218031278749,0.6749218031278749
ABV-IIITM Gwalior,Information Technology,ST,AI,Gender-Neutral,38390,38390,38390,38390,38390.0,0.0,0.0,stable,IIIT,Madhya Pradesh,60.0,Tier 2,2,IT,Computer Science,Core,0,1,0,0,0,1,1,4,0.7161239906225579,0.7161239906225579,0.7161239906225579
Aligarh Muslim University,Chemical Engineering,EWS,HS,Female-Only,100000,100000,100000,100000,100000.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,CHE,Chemical,Core,0,0,1,1,1,0,1,1,1.0,1.0,1.0
Aligarh Muslim University,Chemical Engineering,EWS,HS,Gender-Neutral,100000,100000,100000,100000,100000.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,CHE,Chemical,Core,0,0,1,1,0,0,1,1,1.0,1.0,1.0
Aligarh Muslim University,Chemical Engineering,EWS,OS,Female-Only,100000,100000,100000,100000,100000.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,CHE,Chemical,Core,0,0,1,0,1,0,1,1,1.0,1.0,1.0
Aligarh Muslim University,Chemical Engineering,EWS,OS,Gender-Neutral,100000,100000,100000,100000,100000.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,CHE,Chemical,Core,0,0,1,0,0,0,1,1,0.97314,0.97314,0.97314
Aligarh Muslim University,Chemical Engineering,OBC-NCL,HS,Female-Only,100000,100000,100000,100000,100000.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,CHE,Chemical,Core,0,0,1,1,1,0,1,2,1.0,1.0,1.0
Aligarh Muslim University,Chemical Engineering,OBC-NCL,HS,Gender-Neutral,100000,100000,100000,100000,100000.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,CHE,Chemical,Core,0,0,1,1,0,0,1,2,1.0,1.0,1.0
Aligarh Muslim University,Chemical Engineering,OBC-NCL,OS,Female-Only,100000,100000,100000,100000,100000.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,CHE,Chemical,Core,0,0,1,0,1,0,1,2,1.0,1.0,1.0
Aligarh Muslim University,Chemical Engineering,OBC-NCL,OS,Gender-Neutral,100000,100000,100000,100000,100000.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,CHE,Chemical,Core,0,0,1,0,0,0,1,2,1.0,1.0,1.0
Aligarh Muslim University,Chemical Engineering,OPEN,HS,Female-Only,100000,100000,100000,100000,100000.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,CHE,Chemical,Core,0,0,1,1,1,0,1,0,1.0,1.0,1.0
Aligarh Muslim University,Chemical Engineering,OPEN,HS,Gender-Neutral,100000,100000,100000,100000,100000.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,CHE,Chemical,Core,0,0,1,1,0,0,1,0,0.77036,0.77036,0.77036
Aligarh Muslim University,Chemical Engineering,OPEN,OS,Female-Only,100000,100000,100000,100000,100000.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,CHE,Chemical,Core,0,0,1,0,1,0,1,0,0.80204,0.80204,0.80204
Aligarh Muslim University,Chemical Engineering,OPEN,OS,Gender-Neutral,82096,82096,82096,82096,82096.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,CHE,Chemical,Core,0,0,1,0,0,0,1,0,0.7192433248879361,0.7192433248879361,0.7192433248879361
Aligarh Muslim University,Chemical Engineering,SC,HS,Female-Only,100000,100000,100000,100000,100000.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,CHE,Chemical,Core,0,0,1,1,1,0,1,3,1.0,1.0,1.0
Aligarh Muslim University,Chemical Engineering,SC,HS,Gender-Neutral,100000,100000,100000,100000,100000.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,CHE,Chemical,Core,0,0,1,1,0,0,1,3,1.0,1.0,1.0
Aligarh Muslim University,Chemical Engineering,SC,OS,Female-Only,100000,100000,100000,100000,100000.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,CHE,Chemical,Core,0,0,1,0,1,0,1,3,1.0,1.0,1.0
Aligarh Muslim University,Chemical Engineering,SC,OS,Gender-Neutral,100000,100000,100000,100000,100000.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,CHE,Chemical,Core,0,0,1,0,0,0,1,3,1.0,1.0,1.0
Aligarh Muslim University,Chemical Engineering,ST,HS,Gender-Neutral,100000,100000,100000,100000,100000.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,CHE,Chemical,Core,0,0,1,1,0,0,1,4,1.0,1.0,1.0
Aligarh Muslim University,Chemical Engineering,ST,OS,Gender-Neutral,100000,100000,100000,100000,100000.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,CHE,Chemical,Core,0,0,1,0,0,0,1,4,1.0,1.0,1.0
Aligarh Muslim University,Civil Engineering,EWS,HS,Female-Only,100000,100000,100000,100000,100000.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,CE,Civil,Core,0,0,1,1,1,0,1,1,1.0,1.0,1.0
Aligarh Muslim University,Civil Engineering,EWS,HS,Gender-Neutral,100000,100000,100000,100000,100000.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,CE,Civil,Core,0,0,1,1,0,0,1,1,1.0,1.0,1.0
Aligarh Muslim University,Civil Engineering,EWS,OS,Female-Only,100000,100000,100000,100000,100000.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,CE,Civil,Core,0,0,1,0,1,0,1,1,1.0,1.0,1.0
Aligarh Muslim University,Civil Engineering,EWS,OS,Gender-Neutral,100000,100000,100000,100000,100000.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,CE,Civil,Core,0,0,1,0,0,0,1,1,0.86036,0.86036,0.86036
Aligarh Muslim University,Civil Engineering,OBC-NCL,HS,Female-Only,100000,100000,100000,100000,100000.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,CE,Civil,Core,0,0,1,1,1,0,1,2,1.0,1.0,1.0
Aligarh Muslim University,Civil Engineering,OBC-NCL,HS,Gender-Neutral,100000,100000,100000,100000,100000.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,CE,Civil,Core,0,0,1,1,0,0,1,2,1.0,1.0,1.0
Aligarh Muslim University,Civil Engineering,OBC-NCL,OS,Female-Only,100000,100000,100000,100000,100000.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,CE,Civil,Core,0,0,1,0,1,0,1,2,1.0,1.0,1.0
Aligarh Muslim University,Civil Engineering,OBC-NCL,OS,Gender-Neutral,100000,100000,100000,100000,100000.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,CE,Civil,Core,0,0,1,0,0,0,1,2,1.0,1.0,1.0
Aligarh Muslim University,Civil Engineering,OPEN,HS,Female-Only,100000,100000,100000,100000,100000.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,CE,Civil,Core,0,0,1,1,1,0,1,0,0.90675,0.90675,0.90675
Aligarh Muslim University,Civil Engineering,OPEN,HS,Gender-Neutral,94814,94814,94814,94814,94814.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,CE,Civil,Core,0,0,1,1,0,0,1,0,0.6911426582572194,0.6911426582572194,0.6911426582572194
Aligarh Muslim University,Civil Engineering,OPEN,OS,Female-Only,100000,100000,100000,100000,100000.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,CE,Civil,Core,0,0,1,0,1,0,1,0,0.76141,0.76141,0.76141
Aligarh Muslim University,Civil Engineering,OPEN,OS,Gender-Neutral,72516,72516,72516,72516,72516.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,CE,Civil,Core,0,0,1,0,0,0,1,0,0.7080092669204038,0.7080092669204038,0.7080092669204038
Aligarh Muslim University,Civil Engineering,SC,HS,Female-Only,100000,100000,100000,100000,100000.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,CE,Civil,Core,0,0,1,1,1,0,1,3,1.0,1.0,1.0
Aligarh Muslim University,Civil Engineering,SC,HS,Gender-Neutral,100000,100000,100000,100000,100000.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,CE,Civil,Core,0,0,1,1,0,0,1,3,1.0,1.0,1.0
Aligarh Muslim University,Civil Engineering,SC,OS,Female-Only,100000,100000,100000,100000,100000.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,CE,Civil,Core,0,0,1,0,1,0,1,3,1.0,1.0,1.0
Aligarh Muslim University,Civil Engineering,SC,OS,Gender-Neutral,100000,100000,100000,100000,100000.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,CE,Civil,Core,0,0,1,0,0,0,1,3,1.0,1.0,1.0
Aligarh Muslim University,Civil Engineering,ST,HS,Gender-Neutral,100000,100000,100000,100000,100000.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,CE,Civil,Core,0,0,1,1,0,0,1,4,1.0,1.0,1.0
Aligarh Muslim University,Civil Engineering,ST,OS,Gender-Neutral,100000,100000,100000,100000,100000.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,CE,Civil,Core,0,0,1,0,0,0,1,4,1.0,1.0,1.0
Aligarh Muslim University,Computer Science and Engineering,EWS,HS,Female-Only,47475,47475,47475,47475,47475.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,CSE,Computer Science,Core,0,0,1,1,1,1,1,1,0.6530805687203791,0.6530805687203791,0.6530805687203791
Aligarh Muslim University,Computer Science and Engineering,EWS,HS,Gender-Neutral,34681,34681,34681,34681,34681.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,CSE,Computer Science,Core,0,0,1,1,0,1,1,1,0.6855915342694847,0.6855915342694847,0.6855915342694847
Aligarh Muslim University,Computer Science and Engineering,EWS,OS,Female-Only,39361,39361,39361,39361,39361.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,CSE,Computer Science,Core,0,0,1,0,1,1,1,1,0.6249079037626076,0.6249079037626076,0.6249079037626076
Aligarh Muslim University,Computer Science and Engineering,EWS,OS,Gender-Neutral,25123,25123,25123,25123,25123.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,CSE,Computer Science,Core,0,0,1,0,0,1,1,1,0.6576443896031525,0.6576443896031525,0.6576443896031525
Aligarh Muslim University,Computer Science and Engineering,OBC-NCL,HS,Female-Only,64828,64828,64828,64828,64828.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,CSE,Computer Science,Core,0,0,1,1,1,1,1,2,0.6430246189917936,0.6430246189917936,0.6430246189917936
Aligarh Muslim University,Computer Science and Engineering,OBC-NCL,HS,Gender-Neutral,42639,42639,42639,42639,42639.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,CSE,Computer Science,Core,0,0,1,1,0,1,1,2,0.7702338234949225,0.7702338234949225,0.7702338234949225
Aligarh Muslim University,Computer Science and Engineering,OBC-NCL,OS,Female-Only,53380,53380,53380,53380,53380.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,CSE,Computer Science,Core,0,0,1,0,1,1,1,2,0.6076245784938179,0.6076245784938179,0.6076245784938179
Aligarh Muslim University,Computer Science and Engineering,OBC-NCL,OS,Gender-Neutral,34205,34205,34205,34205,34205.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,CSE,Computer Science,Core,0,0,1,0,0,1,1,2,0.7180529162403158,0.7180529162403158,0.7180529162403158
Aligarh Muslim University,Computer Science and Engineering,OPEN,HS,Female-Only,28651,28651,28651,28651,28651.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,CSE,Computer Science,Core,0,0,1,1,1,1,1,0,0.628983281560853,0.628983281560853,0.628983281560853
Aligarh Muslim University,Computer Science and Engineering,OPEN,HS,Gender-Neutral,18464,18464,18464,18464,18464.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,CSE,Computer Science,Core,0,0,1,1,0,1,1,0,0.6465012998266898,0.6465012998266898,0.6465012998266898
Aligarh Muslim University,Computer Science and Engineering,OPEN,OS,Female-Only,21236,21236,21236,21236,21236.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,CSE,Computer Science,Core,0,0,1,0,1,1,1,0,0.7073836880768506,0.7073836880768506,0.7073836880768506
Aligarh Muslim University,Computer Science and Engineering,OPEN,OS,Gender-Neutral,14454,14454,14454,14454,14454.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,CSE,Computer Science,Core,0,0,1,0,0,1,1,0,0.6885291268852912,0.6885291268852912,0.6885291268852912
Aligarh Muslim University,Computer Science and Engineering,SC,HS,Female-Only,100000,100000,100000,100000,100000.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,CSE,Computer Science,Core,0,0,1,1,1,1,1,3,0.94966,0.94966,0.94966
Aligarh Muslim University,Computer Science and Engineering,SC,HS,Gender-Neutral,90565,90565,90565,90565,90565.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,CSE,Computer Science,Core,0,0,1,1,0,1,1,3,0.6989013415778722,0.6989013415778722,0.6989013415778722
Aligarh Muslim University,Computer Science and Engineering,SC,OS,Female-Only,100000,100000,100000,100000,100000.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,CSE,Computer Science,Core,0,0,1,0,1,1,1,3,0.69963,0.69963,0.69963
Aligarh Muslim University,Computer Science and Engineering,SC,OS,Gender-Neutral,75194,75194,75194,75194,75194.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,CSE,Computer Science,Core,0,0,1,0,0,1,1,3,0.6897225842487432,0.6897225842487432,0.6897225842487432
Aligarh Muslim University,Computer Science and Engineering,ST,HS,Gender-Neutral,100000,100000,100000,100000,100000.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,CSE,Computer Science,Core,0,0,1,1,0,1,1,4,0.91535,0.91535,0.91535
Aligarh Muslim University,Computer Science and Engineering,ST,OS,Gender-Neutral,100000,100000,100000,100000,100000.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,CSE,Computer Science,Core,0,0,1,0,0,1,1,4,0.77542,0.77542,0.77542
Aligarh Muslim University,Data Science and Artificial Intelligence,EWS,HS,Female-Only,53624,53624,53624,53624,53624.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,DSAI,Computer Science,Emerging,0,0,1,1,1,1,0,1,0.7145308071012979,0.7145308071012979,0.7145308071012979
Aligarh Muslim University,Data Science and Artificial Intelligence,EWS,HS,Gender-Neutral,38343,38343,38343,38343,38343.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,DSAI,Computer Science,Emerging,0,0,1,1,0,1,0,1,0.6999713115822966,0.6999713115822966,0.6999713115822966
Aligarh Muslim University,Data Science and Artificial Intelligence,EWS,OS,Female-Only,39726,39726,39726,39726,39726.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,DSAI,Computer Science,Emerging,0,0,1,0,1,1,0,1,0.7082515229320848,0.7082515229320848,0.7082515229320848
Aligarh Muslim University,Data Science and Artificial Intelligence,EWS,OS,Gender-Neutral,30299,30299,30299,30299,30299.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,DSAI,Computer Science,Emerging,0,0,1,0,0,1,0,1,0.6121324136110102,0.6121324136110102,0.6121324136110102
Aligarh Muslim University,Data Science and Artificial Intelligence,OBC-NCL,HS,Female-Only,73377,73377,73377,73377,73377.0,0.0,0.0,stable,GFTI,Uttar Pradesh,35.0,Tier 1,1,DSAI,Computer Science,Emerging,0,0,1,1,1,1,0,2,0.6877495673031059,0.6877495673031059,0.6877495673031059
